Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Scope,Complete,01/13/2017,05/15/2017,02/08/2017,0,$3174.00,$3174.00,DSF: 0000800742
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Design,Complete,02/08/2017,08/08/2017,04/12/2017,13360,$12760.00,$12760.00,DSF: 0000800742
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,Construction,In-Progress,06/28/2017,04/23/2018,,195941,$127685.00,$3944.00,DSF: 0000800742
2,M807,HARVEY MILK SCHOOL - MANHATTAN,SCA CIP RESOA,FY15 RESO A SECURITY CAMERAS,"CM, F&E",In-Progress,06/28/2017,04/23/2018,,90128,$99337.00,$11260.00,DSF: 0000800742
2,M807,HARVEY MILK SCHOOL - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,06/24/2013,12/31/2013,09/30/2017,DIIX,$164632.00,$164632.00,DSF: 0000776339
2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866404
2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,21000,$21000.00,$0.00,DSF: 0000866404
2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,308000,$308000.00,$0.00,DSF: 0000866404
2,M824,MILLENNIUM HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,21000,$21000.00,$0.00,DSF: 0000866404
2,M833,HS FOR ECONOMICS & FINANCE - M,SCA IEH,"IEH PO18-ROOMS -303, 304, 307, 308, 509, 510, 504",Construction,Complete,12/29/2016,IEH,07/02/2017,IEH,$168513.00,$2797.00,DSF: 0000044725
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Scope,Complete,06/16/2015,11/13/2015,11/09/2015,54315,$76056.00,$76056.00,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Design,Complete,02/26/2016,08/26/2016,11/18/2016,217260,$369930.00,$298058.00,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,Construction,In-Progress,06/26/2017,12/17/2018,,4073625,$3696547.00,$25977.00,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP,6TH FLOOR EGRESS/FIRE ALARM,"CM, F&E",In-Progress,06/26/2017,12/17/2018,,253470,$71597.00,$71597.00,"DSF: 0000821944, 0000832931"
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Scope,PNS,PNS,PNS,PNS,0,$12572.00,$6594.00,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Design,PNS,PNS,PNS,PNS,12000,$5581.00,$5581.00,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$188.00,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY17 RESO A ROOFTOP GARDEN,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$4226.00,DSF: 0000845595
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866424
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,4500,$4500.00,$0.00,DSF: 0000866424
11,X089,P.S. 89 - BRONX,SCA CIP,FLOOD ELIMINATION,Design,PNS,PNS,PNS,PNS,106442,$106442.00,$0.00,DSF: 0000884892
2,M834,HS FOR ENVIRONMENTAL STUDIES,SCA Furniture & Equi,FY15 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,60000,$60000.00,$0.00,DSF: 0000800092
2,M834,HS FOR ENVIRONMENTAL STUDIES -,DOE - Skilled Trades,COOLING TOWERS REPLACEMENT,Construction,In-Progress,03/11/2017,DOES,,DOES,$523637.00,$373469.00,DSF: 0000832950
2,M844,M721 SPED - MANHATTAN,SCA IEH,IEH PO18-8TH FL CONFERENCE ROOM,Construction,Complete,08/11/2017,IEH,12/02/2017,IEH,$27716.00,$2170.00,DSF: 0000048106
2,M860,P.S. 343 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$676994.00,$0.00,DSF: 0000776543
2,M874,BARUCH COLLEGE CAMPUS HS - M,SCA IEH,IEH PO18-ROOM 510,Construction,Complete,10/13/2017,IEH,10/15/2017,IEH,$41340.00,$5478.00,DSF: 0000049006
2,M874,BARUCH COLLEGE CAMPUS HS - M,DOE- RESOA,FY15 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,275000,$275000.00,$0.00,DSF: 0000800428
2,M877,NEW YORK HARBOR SCHOOL - MANHA,DOE- RESOA,FY13 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,455577,$455577.00,$0.00,DSF: 0000754573
2,M883,HARVEST COLLEGIATE HIGH SCHOOL,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$14972.00,$0.00,DSF: 0000777130
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,88000,$88000.00,$0.00,DSF: 0000866433
2,M894,HS FOR LEADERSHIP & PUBLIC SER,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,6000,$6000.00,$0.00,DSF: 0000866433
2,M920,SATELLITE ACADEMY - M,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$31644.00,$0.00,DSF: 0000777132
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,IEH PO18-ROOM 403 & STUDENT BATHROOM,Construction,Complete,06/22/2017,IEH,10/03/2017,IEH,$762.00,$762.00,DSF: 0000047410
2,M933,CITY KNOLL MIDDLE SCHOOL,SCA IEH,"IEH PO18-2ND FL BOYS BATH, 6TH FL HALLWAY, ROOM 60",Construction,Complete,08/24/2017,IEH,09/01/2017,IEH,$26529.00,$1530.00,DSF: 0000048345
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$0.00,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000866407
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/13/2017,02/13/2018,,0,$102.00,$102.00,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,24000,$23898.00,$410.00,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,352000,$352000.00,$0.00,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,24000,$24000.00,$1089.00,DSF: 0000867223
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-OUTSIDE ROOM 108,Construction,Complete,05/30/2017,IEH,11/16/2017,IEH,$1956.00,$1456.00,DSF: 0000047025
3,M009,P.S. 9 - MANHATTAN,SCA IEH,IEH PO18-ROOM 312,Construction,Complete,11/03/2017,IEH,11/25/2017,IEH,$34409.00,$3922.00,DSF: 0000049229
3,M009,I.S. 243 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$126948.00,$0.00,DSF: 0000777061
3,M009,P.S. 9 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$126948.00,$0.00,DSF: 0000777060
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Scope,PNS,PNS,PNS,PNS,0,$251.00,$251.00,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Design,PNS,PNS,PNS,PNS,12793,$7849.00,$1003.00,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,Construction,PNS,PNS,PNS,PNS,187631,$118800.00,$0.00,DSF: 0000800099
3,M044,I.S. 245 - MANHATTAN,SCA CIP RESOA,FY 15 RESO A GREENHOUSE,"CM, F&E",PNS,PNS,PNS,PNS,12793,$8100.00,$0.00,DSF: 0000800099
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,4800,$4800.00,$0.00,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,70400,$70400.00,$0.00,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,4800,$4800.00,$0.00,DSF: 0000867369
3,M044,P.S. 334 - MANHATTAN,SCA IEH,IEH PO18-KITCHEN DELIVERY ENTRANCE,Construction,Complete,08/31/2017,IEH,09/01/2017,IEH,$14020.00,$1846.00,DSF: 0000048525
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Scope,Complete,07/02/2014,11/18/2014,10/28/2014,26490,$48680.00,$39668.00,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Design,Complete,12/03/2014,05/06/2015,07/14/2015,97130,$92328.00,$67276.00,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,Construction,In-Progress,10/19/2016,07/15/2017,,1028695,$1429405.00,$1040361.00,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,SCA CIP,MASONRY & GRANITE STEP DEFECTS,"CM, F&E",In-Progress,10/19/2016,07/15/2017,,238410,$271713.00,$253211.00,DSF: 0000785205
3,M054,I.S. 54 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,$301650.00,$0.00,DSF: 0000777087
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Scope,Complete,07/11/2013,12/12/2013,02/14/2014,110989,$75354.00,$75354.00,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Design,Complete,02/18/2014,07/18/2014,07/25/2014,436623,$467318.00,$445008.00,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,Construction,In-Progress,06/13/2016,09/05/2017,,7528581,$7348197.00,$6373029.00,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",In-Progress,06/13/2016,09/05/2017,,613272,$645902.00,$629266.00,"DSF: 0000775607, 0000775608"
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,176000,$176000.00,$0.00,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,12000,$12000.00,$0.00,DSF: 0000867196
3,M075,P.S. 75 - MANHATTAN,Fast Track Projects,TEMPORARY BOILER,Construction,In-Progress,10/05/2015,FTK,,FTK,$856639.00,$338489.00,DSF: 0000823602
3,M075,P.S. 75 - MANHATTAN,DCAS/NYPA,HIGH EFFICIENCY LIGHTING SYSTEM,Construction,Complete,04/02/2015,05/26/2017,05/26/2017,96329,$96329.00,$96329.00,DSF:
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,03/02/2017,06/30/2017,04/04/2017,0,$12434.00,$12434.00,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,04/04/2017,09/01/2017,05/12/2017,18169,$8337.00,$2472.00,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,Complete,06/27/2017,01/22/2018,11/14/2017,266472,$256463.00,$181106.00,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",Complete,06/27/2017,01/22/2018,11/14/2017,18169,$28375.00,$10797.00,DSF: 0000844204
3,M076,P.S. 76 - MANHATTAN,SCA IEH,IEH PO18-ROOM 221 & HALLWAY NEAR ROOM 329,Construction,Complete,06/14/2017,IEH,07/22/2017,IEH,$15329.00,$2644.00,DSF: 0000047312
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Scope,Complete,07/22/2015,10/22/2015,04/22/2016,39525,$43607.00,$43607.00,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Design,Complete,04/27/2016,09/27/2016,05/17/2017,158100,$153974.00,$118692.00,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,Construction,In-Progress,08/07/2017,07/08/2018,,2964375,$2724400.00,$23468.00,DSF: 0000822215
3,M081,LYFE,SCA CIP,CTF-ROOM CONVERSION,"CM, F&E",In-Progress,08/07/2017,07/08/2018,,184450,$88383.00,$87920.00,DSF: 0000822215
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,4500,$4500.00,$0.00,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,66000,$66000.00,$0.00,DSF: 0000867438
3,M084,I.S. 247 - MANHATTAN,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,4500,$4500.00,$0.00,DSF: 0000867438
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,45000,$45000.00,$0.00,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,$660000.00,$0.00,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,45000,$45000.00,$0.00,DSF: 0000888809
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Scope,Complete,05/22/2013,10/07/2013,08/16/2013,0,$97351.00,$79730.00,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Design,Complete,04/07/2016,09/07/2016,10/17/2016,150375,$121558.00,$89874.00,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,Construction,In-Progress,12/18/2017,11/12/2018,,2205500,$2057027.00,$27977.00,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA CIP RESOA,RESO A GREENROOF,"CM, F&E",In-Progress,12/18/2017,11/12/2018,,150375,$37834.00,$37625.00,DSF: 0000776001
3,M084,P.S. 84 - MANHATTAN,SCA IEH,"IEH PO18-ROOMS 336, 232, 128",Construction,Complete,09/21/2017,IEH,12/10/2017,IEH,$79916.00,$2684.00,DSF: 0000048671
3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,02/01/2018,,100000,$99249.00,$99249.00,DSF: 0000844415
3,M084,M.S. M247 DUAL LANGUAGE MIDDLE,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,02/05/2018,,35000,$34738.00,$34738.00,DSF: 0000845392
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,$0.00,$0.00,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,3900,$25334.00,$0.00,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,57200,$371569.00,$0.00,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA CIP RESOA,FY17 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",PNS,PNS,PNS,PNS,50259,$46359.00,$0.00,DSF: 0000844933
3,M087,P.S. 87 - MANHATTAN,SCA IEH,IEH PO18-GYM,Construction,Complete,08/03/2016,IEH,12/07/2017,IEH,$2467.00,$2467.00,DSF: 0000042305
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,In-Progress,10/17/2011,DOES,,DOES,$4150.00,$1150.00,DSF: 0000754323
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,Complete,06/29/2017,09/26/2017,09/26/2017,DOES,$162719.00,$162719.00,DSF: 0000808861
3,M087,P.S. 87 - MANHATTAN,DOE - Skilled Trades,GYMNASIUM CEILING,Construction,In-Progress,06/30/2016,DOES,,DOES,$84706.00,$84706.00,DSF: 0000830939
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Scope,Complete,12/15/2015,04/01/2016,04/22/2016,19125,$33195.00,$33195.00,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Design,Complete,04/27/2016,09/27/2016,04/04/2017,76500,$127083.00,$69045.00,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,07/24/2017,04/19/2018,,1434375,$1338281.00,$171240.00,DSF: 0000843677
3,M088,J.H.S. 860 - MANHATTAN,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,07/24/2017,04/19/2018,,96697,$66363.00,$58065.00,DSF: 0000843677
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Scope,Complete,02/17/2017,06/20/2017,04/20/2017,6832,$125.00,$125.00,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Design,Complete,05/17/2017,10/18/2017,12/13/2017,25050,$500.00,$500.00,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,265301,$265301.00,$7687.00,DSF: 0000865809
3,M088,WADLEIGH SCNDRY SCHL FOR PERMG,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,61486,$61486.00,$3898.00,DSF: 0000865809
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,08/25/2017,12/26/2017,09/29/2017,7774,$2580.00,$2580.00,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,09/29/2017,03/28/2018,,28505,$28505.00,$10318.00,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,301896,$301896.00,$188.00,DSF: 0000867041
3,M088,WADLEIGH SECONDARY SCHOOL FOR,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,117602,$117602.00,$2680.00,DSF: 0000867041
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Scope,Complete,08/14/2013,09/04/2014,08/22/2014,45091,$38906.00,$38906.00,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Design,Complete,09/11/2014,07/23/2015,06/05/2015,171681,$177798.00,$170021.00,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,Construction,In-Progress,05/15/2017,08/07/2018,,2439972,$2230892.00,$2020506.00,"DSF: 0000777221, 0000799534"
10,X475,JOHN F. KENNEDY HS - BRONX,SCA CIP,PARKING AREA LIGHTING/TCU REMOVAL AND PLAYGROUND,"CM, F&E",In-Progress,05/15/2017,08/07/2018,,323266,$157415.00,$156652.00,"DSF: 0000777221, 0000799534"
10,X475,BRONX THEATRE HS - BRONX,SCA IEH,IEH PO18-RMS 146 & 148,Construction,In-Progress,07/17/2017,IEH,,IEH,$990.00,$490.00,DSF: 0000047667
10,X475,BRONX THEATRE HS - BRONX,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,$170000.00,$1676.00,DSF: 0000866081
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 401,Construction,Complete,06/21/2017,IEH,08/01/2017,IEH,$10926.00,$3220.00,DSF: 0000047400
10,X660,HIGH SCHOOL FOR ENERGY AND TEC,SCA IEH,IEH PO18-RM 117 CLOSET,Construction,Complete,08/15/2017,IEH,09/23/2017,IEH,$16181.00,$5678.00,DSF: 0000048206
10,X819,P.S. 207 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,10/23/2017,100000,$99250.00,$99250.00,DSF: 0000845043
10,X826,P.S. 226 - BRONX,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/08/2017,01/15/2018,08/03/2017,35000,$34733.00,$34733.00,DSF: 0000845026
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Scope,Complete,07/31/2012,10/16/2013,02/06/2014,176871,$231443.00,$225438.00,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Design,Complete,03/19/2014,08/18/2014,12/03/2014,704052,$672338.00,$553042.00,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,Construction,In-Progress,07/08/2016,12/24/2018,,12892738,$11760993.00,$4315187.00,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
10,X843,P.S. 246 - BRONX,SCA CIP,ELEVATOR/EXT MSNRY/FLOOD/ PARAPETS/ROOFS/WALL,"CM, F&E",In-Progress,07/08/2016,12/24/2018,,870048,$399418.00,$390856.00,"DSF: 0000025015, 0000751712, 0000797406, 0000797407, 0000797408, 0000797414"
