ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Community School Sup Name,FSC Location Code,FSC Director Name,FSC Director Title,FSC Director Phone,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent
02M135,M135,The Urban Assembly School for Emergency Management,310200011135,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,M520,411 PEARL STREET,MANHATTAN,NY,10038,1001130100,2900,101,1,MN27,Chinatown,Rodolfo Elizondo,PRINCIPAL,212-225-0998,212-225-0996,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M139,M139,Stephen T. Mather Building Arts & Craftsmanship High School,310200011139,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,M625,439 WEST 49TH STREET,MANHATTAN,NY,10019,1010590015,12700,104,3,MN15,Clinton,Larry Gabbard,PRINCIPAL,212-399-3520,212-245-4669,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M150,M150,P.S. 150,310200010150,DOE,General Academic,Elementary,"0K,01,02,03,04,05","PK,0K,01,02,03,04,05",Jul 1 2000,Open,M840,334 GREENWICH STREET,MANHATTAN,NY,10013,1001420025,3900,101,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,Jennifer Bonnet,PRINCIPAL,212-732-4392,212-766-5895,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M151,M151,Yorkville Community School,310200010151,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2009,Open,M066,421 EAST 88 STREET,MANHATTAN,NY,10128,1015680008,14402,108,5,MN32,Yorkville,SAMANTHA KAPLAN,PRINCIPAL,212-722-5240,212-427-8069,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M158,M158,P.S. 158 Bayard Taylor,310200010158,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1898,Open,M158,1458 YORK AVENUE,MANHATTAN,NY,10075,1014890001,13200,108,5,MN31,Lenox Hill-Roosevelt Island,DINA ERCOLANO,PRINCIPAL,212-744-6562,212-772-8424,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M167,M167,J.H.S. 167 Robert F. Wagner,310200010167,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1956,Open,M167,220 EAST 76 STREET,MANHATTAN,NY,10021,1014300005,13400,108,4,MN31,Lenox Hill-Roosevelt Island,Jennifer Rehn,PRINCIPAL,212-535-8610,212-472-9385,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M177,M177,Yorkville East Middle School,310200010177,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2014,Open,M158,1458 YORK AVENUE,MANHATTAN,NY,10075,1014890001,13200,108,5,MN31,Lenox Hill-Roosevelt Island,Christina Riggio,PRINCIPAL,917-432-5413,917-432-5418,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M183,M183,P.S. 183 Robert L. Stevenson,310200010183,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1904,Open,M183,419 EAST 66 STREET,MANHATTAN,NY,10065,1014610007,11600,108,5,MN31,Lenox Hill-Roosevelt Island,Martin Woodard,PRINCIPAL,212-734-7719,212-861-8314,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M198,M198,P.S. 198 Isador E. Ida Straus,310200010198,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1960,Open,M198,1700 3 AVENUE,MANHATTAN,NY,10128,1015240023,15801,108,5,MN40,Upper East Side-Carnegie Hill,Katharine Macmanus,PRINCIPAL,212-289-3702,212-410-1731,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M212,M212,P.S. 212 Midtown West,310200010212,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 1999,Open,M017,328 WEST 48 STREET,MANHATTAN,NY,10036,1010380014,12700,104,3,MN15,Clinton,KATHLEEN LOUA,PRINCIPAL,212-247-0208,212-757-4933,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M217,M217,P.S./I.S. 217 Roosevelt Island,310200010217,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1999,Open,M271,645 MAIN STREET,MANHATTAN,NY,10044,1013730001,23801,108,5,MN31,Lenox Hill-Roosevelt Island,MANDANA BECKMAN,PRINCIPAL,212-980-0294,212-980-1192,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M225,M225,Ella Baker School,310200011225,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1999,Open,M480,317 EAST 67 STREET,MANHATTAN,NY,10065,1014420001,11800,108,5,MN31,Lenox Hill-Roosevelt Island,Joshua Satin,PRINCIPAL,212-717-8809,212-717-8807,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M234,M234,P.S. 234 Independence School,310200010234,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1988,Open,M234,292 GREENWICH STREET,MANHATTAN,NY,10007,1001420025,3900,101,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,LISA RIPPERGER,PRINCIPAL,212-233-6034,212-374-1719,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M255,M255,M.S. 255 Salk School of Science,310200010255,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jun 21 2000,Open,M040,320 EAST 20TH STREET,MANHATTAN,NY,10003,1009250012,6400,106,2,MN21,Gramercy,Rhonda Perry,PRINCIPAL,212-614-8785,212-614-0095,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M260,M260,The Clinton School,310200010260,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jun 21 2000,Open,M868,10 East 15th Street,MANHATTAN,NY,10003,1008420034,5200,105,2,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Jonathan Levin,PRINCIPAL,212-524-4360,212-524-4365,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M267,M267,"East Side Elementary School, PS 267",310200010267,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2010,Open,M267,213 EAST 63RD STREET,MANHATTAN,NY,10065,1014180007,11000,108,4,MN31,Lenox Hill-Roosevelt Island,Medea Mcevoy,PRINCIPAL,212-888-7848,212-371-2891,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M276,M276,Battery Park City School,310200010276,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2009,Open,M276,55 BATTERY PLACE,MANHATTAN,NY,10280,1000160040,31704,101,1,MN25,Battery Park City-Lower Manhattan,Theresa Ruyter,PRINCIPAL,212-266-5800,,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M280,M280,Manhattan Early College School for Advertising,310200011280,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,M520,411 PEARL STREET,MANHATTAN,NY,10038,1001130100,2900,101,1,MN27,Chinatown,Matthew Tossman,PRINCIPAL,212-225-0880,212-225-0882,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M281,M281,The River School,310200010281,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2013,Open,M281,425 EAST 35TH STREET,MANHATTAN,NY,10016,1009670001,8601,106,4,MN19,Turtle Bay-East Midtown,JESSICA ORLEANS,PRINCIPAL,212-251-6640,212-251-6645,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M282,M282,Urban Assembly Maker Academy,310200011282,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,M520,411 PEARL STREET,MANHATTAN,NY,10038,1001130100,2900,101,1,MN27,Chinatown,Luke Bauer,PRINCIPAL,212-225-0890,212-225-0991,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M288,M288,Food and Finance High School,310200011288,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M535,525 WEST 50TH STREET,MANHATTAN,NY,10019,1010790029,13500,104,3,MN15,Clinton,ROGER TURGEON,PRINCIPAL,212-586-2943,212-586-4205,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M289,M289,I.S. 289,310200010289,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",May 27 1998,Open,M089,201 WARREN STREET,MANHATTAN,NY,10282,1000160221,31703,101,1,MN25,Battery Park City-Lower Manhattan,Zeynep Ozkan,PRINCIPAL,212-571-9268,212-587-6610,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M290,M290,P.S. 290 Manhattan New School,310200010290,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1999,Open,M190,311 EAST 82 STREET,MANHATTAN,NY,10028,1015450005,13800,108,5,MN32,Yorkville,Doreen Esposito,PRINCIPAL,212-734-7127,212-772-8879,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M294,M294,Essex Street Academy,310200011294,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M445,350 GRAND STREET,MANHATTAN,NY,10002,1004080030,1800,103,1,MN27,Chinatown,Wallace Simpson,I.A. PRINCIPAL,212-475-4773,212-674-2058,2,2,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
02M296,M296,High School of Hospitality Management,310200011296,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M535,525 WEST 50TH STREET,MANHATTAN,NY,10019,1010790029,13500,104,3,MN15,Clinton,YVES MOMPOINT JR,PRINCIPAL,212-586-0963,212-265-1307,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M297,M297,M.S. 297,310200010297,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,SE","06,07,08",Jul 1 2017,Open,M323,75 MORTON STREET,MANHATTAN,NY,10014,1006030049,6900,102,3,MN23,West Village,JACQUELINE GETZ,PRINCIPAL,917-678-8367,212-524-4365,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M298,M298,Pace High School,310200011298,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M131,100 HESTER STREET,MANHATTAN,NY,10002,1003010003,1600,103,1,MN27,Chinatown,Eric Glatz,PRINCIPAL,212-334-4663,212-334-4919,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M300,M300,"Urban Assembly School of Design and Construction, The",310200011300,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M535,525 WEST 50TH STREET,MANHATTAN,NY,10019,1010790029,13500,104,3,MN15,Clinton,MATTHEW WILLOUGHBY,PRINCIPAL,212-586-0981,212-586-1731,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M303,M303,"Facing History School, The",310200011303,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,M535,525 WEST 50TH STREET,MANHATTAN,NY,10019,1010790029,13500,104,3,MN15,Clinton,Dana Panagot,PRINCIPAL,212-757-2680,212-757-2156,2,2,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
02M305,M305,"Urban Assembly Academy of Government and Law, The",310200011305,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2005,Open,M445,350 GRAND STREET,MANHATTAN,NY,10002,1004080030,1800,103,1,MN27,Chinatown,Alison Breedy,PRINCIPAL,212-505-0745,212-674-8021,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M308,M308,Lower Manhattan Arts Academy,310200011308,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,M445,350 GRAND STREET,MANHATTAN,NY,10002,1004080030,1800,103,1,MN27,Chinatown,JOHN WENK,PRINCIPAL,212-505-0143,212-674-8021,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M312,M312,New York City Lab Middle School for Collaborative Studies,310200010312,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,M070,333 WEST 17 STREET,MANHATTAN,NY,10011,1007410010,8300,104,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,MEGAN ADAMS,PRINCIPAL,212-691-6119,212-691-6219,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M313,M313,"James Baldwin School, The: A School for Expeditionary Learning",310200011313,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,M440,351 WEST 18 STREET,MANHATTAN,NY,10011,1007420007,8900,104,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Brady Smith,PRINCIPAL,212-627-2812,212-627-9803,2,2,HS10,,"ROTONDO, PAUL",HS10,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
02M316,M316,"Urban Assembly School of Business for Young Women, the",310200011316,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2005,Open,M282,26 BROADWAY,MANHATTAN,NY,10004,1000220013,900,101,1,MN25,Battery Park City-Lower Manhattan,PATRICIA MINAYA,PRINCIPAL,212-668-0169,212-668-0635,2,2,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
02M340,M340,Sixth Avenue Elementary School,310200010340,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","0K,01,02,03,04,05",Jul 1 2014,Open,M340,590 SIXTH AVENUE,NEW YORK,NY,10011,1008187501,5400,105,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Patricia Carney,PRINCIPAL,917-305-1000,917-305-1005,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M343,M343,The Peck Slip School,310200010343,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2012,Open,M343,1 PECK SLIP,MANHATTAN,NY,10038,1001060009,1501,101,1,MN25,Battery Park City-Lower Manhattan,Margaret Siena,PRINCIPAL,212-312-6260,212-312-6265,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M347,M347,The 47 American Sign Language & English Lower School,310200010347,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2005,Open,M047,223 EAST 23 STREET,MANHATTAN,NY,10010,1009040024,6400,106,2,MN21,Gramercy,DAVID BOWELL,PRINCIPAL,917-326-6609,,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M374,M374,Gramercy Arts High School,310200011374,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,M460,40 IRVING PLACE,MANHATTAN,NY,10003,1008720057,5000,106,2,MN21,Gramercy,Susan DiCicco,PRINCIPAL,212-253-7076,212-253-8095,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M376,M376,NYC iSchool,310200011376,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,M615,131 AVENUE OF THE AMERICAS,MANHATTAN,NY,10013,1004910016,3700,102,3,MN24,SoHo-TriBeCa-Civic Center-Little Italy,Isora Bailey,PRINCIPAL,917-237-7300,212-219-0743,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M391,M391,District 2 Pre-K Center,,DOE,General Academic,District Pre-K Center,PK,,Jul 1 2015,Open,M391,2-26 WASHINGTON STREET,MANHATTAN,NY,10004,1000157501,1300,101,1,MN25,Battery Park City-Lower Manhattan,Aneesha Jacko,PRINCIPAL,,,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",,,,,,,
02M392,M392,MANHATTAN BUSINESS ACADEMY,310200011392,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,M440,351 WEST 18 STREET,MANHATTAN,NY,10011,1007420007,8900,104,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,KAREN POLSONETTI,PRINCIPAL,212-647-1983,212-647-1989,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M393,M393,Business Of Sports School,310200011393,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,M625,439 WEST 49TH STREET,MANHATTAN,NY,10019,1010590015,12700,104,3,MN15,Clinton,JOSHUA SOLOMON,PRINCIPAL,212-246-2183,212-246-2913,2,2,HS07,,"CINTRON, RICHARD",HS07,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS07,H.S. Network 07 Superintendent Office,"CINTRON, RICHARD"
02M394,M394,Emma Lazarus High School,310200011394,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2009,Open,M131,100 HESTER STREET,MANHATTAN,NY,10002,1003010003,1600,103,1,MN27,Chinatown,MELODY KELLOGG,PRINCIPAL,212-925-5017,212-925-5920,2,2,HS10,,"ROTONDO, PAUL",HS10,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
02M397,M397,Spruce Street School,310200010397,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2009,Open,M971,12 SPRUCE STREET,MANHATTAN,NY,10038,1001000001,1501,101,1,MN25,Battery Park City-Lower Manhattan,NANCY HARRIS,PRINCIPAL,212-266-4800,212-266-4805,2,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",M802,"LABOY, BONNIE",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
02M399,M399,The High School For Language And Diplomacy,310200011399,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2009,Open,M460,40 IRVING PLACE,MANHATTAN,NY,10003,1008720057,5000,106,2,MN21,Gramercy,Sarah Hernandez,PRINCIPAL,212-253-2480,212-253-2539,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M400,M400,High School for Environmental Studies,310200011400,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,M834,444 WEST 56 STREET,MANHATTAN,NY,10019,1010650001,13900,104,3,MN15,Clinton,Amber Najmi Shadid,PRINCIPAL,212-262-8113,212-262-0702,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M407,M407,Institute for Collaborative Education,310200011407,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jun 5 1996,Open,M475,345 EAST 15TH STREET,MANHATTAN,NY,10003,1009220008,4800,106,2,MN21,Gramercy,Peter Karp,PRINCIPAL,212-475-7972,212-475-0459,2,2,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
02M408,M408,Professional Performing Arts High School,310200011408,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jun 5 1996,Open,M017,328 WEST 48 STREET,MANHATTAN,NY,10036,1010380014,12700,104,3,MN15,Clinton,KEITH RYAN,PRINCIPAL,212-247-8652,212-247-7514,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M411,M411,Baruch College Campus High School,310200011411,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,M874,55 EAST 25 STREET,MANHATTAN,NY,10010,1008550016,5600,105,2,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Alicia Perez Katz,PRINCIPAL,212-683-7440,212-683-7338,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M412,M412,N.Y.C. Lab School for Collaborative Studies,310200010412,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,M070,333 WEST 17 STREET,MANHATTAN,NY,10011,1007410010,8300,104,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,BROOKE JACKSON,PRINCIPAL,212-691-6119,212-691-2147,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M413,M413,School of the Future High School,310200010413,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 1999,Open,M660,127 EAST 22 STREET,MANHATTAN,NY,10010,1008780016,6800,105,2,MN21,Gramercy,STACY GOLDSTEIN,PRINCIPAL,212-475-8086,212-475-9273,2,2,HS12,,"PELLES, KATHY",HS12,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY"
02M414,M414,N.Y.C. Museum School,310200010414,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,M070,333 WEST 17 STREET,MANHATTAN,NY,10011,1007410010,8300,104,3,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,DARLENE MILLER,PRINCIPAL,212-675-6206,212-675-6524,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
02M416,M416,Eleanor Roosevelt High School,310200010416,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2002,Open,M855,411 EAST 76 STREET,MANHATTAN,NY,10021,1014710005,13200,108,5,MN31,Lenox Hill-Roosevelt Island,DIMITRI SALIANI,PRINCIPAL,212-772-1220,212-772-1440,2,2,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
