School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
I.S. 259 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,10786000,CIP,K259,7305 FT HAMILTON PKWY,Brooklyn,11228,BROOKLYN ,40.62668,-74.01512,10,43,206,3148031,3059230001,Dyker Heights                                                              ,"(40.62668, -74.01512)",
I.S. 265 -BROOKLYN,K,13,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5359400,CIP,K265,101 PARK AVENUE,Brooklyn,11205,BROOKLYN ,40.696324,-73.97578,2,35,211,3057942,3020280001,Fort Greene                                                                ,"(40.696324, -73.97578)",
P.S. 272 - BROOKLYN,K,18,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,1323000,CIP,K272,101-24 SEAVIEW AVENUE,Brooklyn,11236,BROOKLYN ,40.635916,-73.886412,18,46,1034,3235262,3083290250,Canarsie                                                                   ,"(40.635916, -73.886412)",
P.S. 279 - BROOKLYN,K,18,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,21599000,CIP,K279,1070 EAST 104 STREET,Brooklyn,11236,BROOKLYN ,40.644203,-73.892264,18,46,986,3326733,3082300001,Canarsie                                                                   ,"(40.644203, -73.892264)",
I.S. 281 - BROOKLYN,K,21,SANDY:ELEVATOR UPG/FLOOD/FIRE ALARM,2098915,CIP,K281,8787 24 AVENUE,Brooklyn,11214,BROOKLYN ,40.595341,-73.993457,11,47,304,3186626,3068910001,Bensonhurst East                                                           ,"(40.595341, -73.993457)",
P.S. 288 - BROOKLYN,K,21,INTERIOR SPACES/HEATING/ELEC/FLOOD/CLIMATE,12853000,CIP,K288,2950 WEST 25 STREET,Brooklyn,11224,BROOKLYN ,40.574411,-73.99194,13,47,342,3189538,3070540045,Seagate-Coney Island                                                       ,"(40.574411, -73.99194)",
P.S. 290 - BROOKLYN,K,19,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,810000,CIP,K290,135 SCHENCK AVENUE,Brooklyn,11207,BROOKLYN ,40.67789,-73.889758,5,37,1198,3087821,3039490018,East New York                                                              ,"(40.67789, -73.889758)",
SCHOOL FOR INT'L STUD - K,K,15,DAMAGED EXTERIOR MASONRY/PARAPETS/ROOF,12710000,CIP,K293,284 BALTIC STREET,Brooklyn,11201,BROOKLYN ,40.685419,-73.993351,6,33,69,3006401,3004020001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.685419, -73.993351)",
I.S. 562 - BROOKLYN,K,32,FY16 RESO A AUDITORIUM UPGRADE,579130,CIP,K296,125 COVERT STREET,Brooklyn,11207,BROOKLYN ,40.688387,-73.910276,4,37,413,3079027,3034160001,Bushwick South                                                             ,"(40.688387, -73.910276)",
P.S. 297 - BROOKLYN,K,14,FY16 RESO A LIBRARY UPGRADE,181700,CIP,K297,700 PARK AVENUE,Brooklyn,11206,BROOKLYN ,40.697781,-73.947809,3,36,257,3048508,3017390011,Bedford                                                                    ,"(40.697781, -73.947809)",
LIBERTY AVENUE MIDDLE SCHOOL,K,19,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,707000,CIP,K302,350 LINWOOD STREET,Brooklyn,11208,BROOKLYN ,40.677104,-73.883433,5,37,1170,3088357,3039690001,East New York                                                              ,"(40.677104, -73.883433)",
P.S. 307 - BROOKLYN,K,13,CRACKED EXT MASONRY/ROOFS/PARAPETS,6721000,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)",
P.S. 307 - BROOKLYN,K,13,RENOVATION OF CLASSROOM 332,255965,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)",
P.S. 308 - BROOKLYN,K,16,FY14 RESO A LIBRARY UPGRADE,463800,CIP,K308,616 QUINCY STREET,Brooklyn,11221,BROOKLYN ,40.688695,-73.935499,3,36,293,3044493,3016300001,Stuyvesant Heights                                                         ,"(40.688695, -73.935499)",
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11225,BROOKLYN ,40.665035,-73.959031,9,35,325,3034356,3013010001,Crown Heights South                                                        ,"(40.665035, -73.959031)",
P.S. 321 - BROOKLYN,K,15,FULL PROGRAM ACCESSIBILITY/FIRE ALARM,5581000,CIP,K321,180 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.67146,-73.977783,6,39,155,3337516,3009710028,Park Slope-Gowanus                                                         ,"(40.67146, -73.977783)",
P.S. 377 - BROOKLYN,K,32,LL 41-16 COMPLIANCE,44175.77,CIP,K377,200 WOODBINE STREET,Brooklyn,11221,BROOKLYN ,40.694018,-73.915263,4,37,415,3076784,3033600001,Bushwick South                                                             ,"(40.694018, -73.915263)",
M.S. 354 - BROOKLYN,K,17,LIBRARY UPGRADE,687400,CIP,K390,1224 PARK PLACE,Brooklyn,11213,BROOKLYN ,40.672713,-73.936924,8,36,343,3036405,3013700029,Crown Heights North                                                        ,"(40.672713, -73.936924)",
KINGSBOROUGH EARLY COLLEGE SCH,K,21,ELECTRICAL LIGHTING FIXTURES,1445999,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.594291,-73.98577,13,47,306,3186454,3068830001,Gravesend                                                                  ,"(40.594291, -73.98577)",
KINGSBOROUGH EARLY COLLEGE SCH,K,21,SANDY:INT/HEAT/FLOOD/PIPING/NON-SANDY:PIPING/FLOOD,16343000,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214,BROOKLYN ,40.594291,-73.98577,13,47,306,3186454,3068830001,Gravesend                                                                  ,"(40.594291, -73.98577)",
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN ,40.622641,-73.958988,14,44,768,3000000,3067260087,Midwood                                                                    ,"(40.622641, -73.958988)",
ABRAHAM LINCOLN HS - BROOKLYN,K,21,SANDY: INTERIOR/VENT/ELEC/FLOOD/ATHLETIC FIELD,38162000,CIP,K411,2800 OCEAN PARKWAY,Brooklyn,11235,BROOKLYN ,40.581681,-73.967308,13,47,354,3196293,3072540001,West Brighton                                                              ,"(40.581681, -73.967308)",
BROOKLYN TECH HS - K,K,13,LOW VOLT ELEC SYS/KITCHEN FIRE SUPRESSION SYS,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN ,40.688834,-73.976905,2,35,33,3058752,3020980013,Fort Greene                                                                ,"(40.688834, -73.976905)",
PERFORMING ARTS AND TECH. HS -,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207,BROOKLYN ,40.667456,-73.894747,5,42,1156,3084440,3037880001,East New York (Pennsylvania Ave)                                           ,"(40.667456, -73.894747)",
THE INTERNATIONAL HS - BROOKLY,K,17,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,20937000,CIP,K440,883 CLASSON AVENUE,Brooklyn,11225,BROOKLYN ,40.670349,-73.961695,9,35,213,3029686,3011870001,Crown Heights South                                                        ,"(40.670349, -73.961695)",
NEW UTRECHT HS - BROOKLYN,K,20,ATHLETIC FIELD REPAIRS,5290000,CIP,K446,1601 80 STREET,Brooklyn,11214,BROOKLYN ,40.613262,-74.003404,11,43,182,3162711,3062710001,Bensonhurst West                                                           ,"(40.613262, -74.003404)",
I.S. 382 - BROOKLYN,K,17,ELECTRICAL LIGHTING FIXTURES,1247000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN ,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus                                                                    ,"(40.649787, -73.95855)",
SCIENCE TECH & RESEARCH - K,K,17,FY15 RESO A ELECTRICAL SYSTEMS,790000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN ,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus                                                                    ,"(40.649787, -73.95855)",
BUSHWICK HS OF SOCIAL JUSTICE,K,32,SCHOOL BASED HEALTH CENTER,1250581.23,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,BROOKLYN ,40.69697,-73.910791,4,37,435,3076908,3033650098,Bushwick North                                                             ,"(40.69697, -73.910791)",
FORT HAMILTON HS - K,K,20,FY14 RESO A AUDITORIUM UPGRADE,428018,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN ,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge                                                                  ,"(40.627835, -74.040046)",
SHEEPSHEAD BAY HS - BROOKLYN,K,22,SCHOOL BASED HEALTH CENTER,1570000,CIP,K495,3000 AVENUE X,Brooklyn,11235,BROOKLYN ,40.594124,-73.937696,15,48,626,3203631,3074250002,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,"(40.594124, -73.937696)",
GEORGE WESTINGHOUSE VOC. HS,K,13,LIBRARY UPGRADE,979200,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",
GEORGE WESTINGHOUSE VOC. HS,K,13,PARAPETS/EXTERIOR MASONRY/ROOFS/FLOOD ELIMINATION,9743000,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",
P.S. 8 - BROOKLYN,K,13,SCIENCE LAB UPGRADES,966800,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",
CLARA BARTON HS - K,K,17,FAILING COPING STONE/ROOFS,7064000,CIP,K600,901 CLASSON AVENUE,Brooklyn,11225,BROOKLYN ,40.669567,-73.961962,9,35,213,3029702,3011880001,Crown Heights South                                                        ,"(40.669567, -73.961962)",
AUTOMOTIVE TRADES VOC HS - K,K,14,ELECTRICAL LIGHTING FIXTURES,1231000,CIP,K610,50 BEDFORD AVENUE,Brooklyn,11222,BROOKLYN ,40.721981,-73.953281,1,33,517,3066698,3026700001,North Side-South Side                                                      ,"(40.721981, -73.953281)",
WIILIAMSBURG PREP- BROOKLYN,K,14,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,11337000,CIP,K650,257 N 6TH STREET,Brooklyn,11211,BROOKLYN ,40.715073,-73.954754,1,33,519,3062135,3023300011,North Side-South Side                                                      ,"(40.715073, -73.954754)",
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN ,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.683559, -73.98027)",
BROOKLYN HS OF THE ARTS - BROO,K,15,DAMAGED EXTERIOR WALLS/ROOFS,6577000,CIP,K655,345 DEAN STREET,Brooklyn,11217,BROOKLYN ,40.683559,-73.98027,2,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.683559, -73.98027)",
I.S. 340 - BROOKLYN,K,13,ELECTRICAL LIGHTING FIXTURES,283000,CIP,K874,227 STERLING PLACE,Brooklyn,11238,BROOKLYN ,40.676094,-73.97038,8,35,163,3029060,3011640057,Prospect Heights                                                           ,"(40.676094, -73.97038)",
I.S. 266 - BROOKLYN,K,13,MASONRY/PIPING/DOOR/FLOOD/WIN/PARAPETS/ROOF/HVAC,33792000,CIP,K902,62 PARK PLACE,Brooklyn,11217,BROOKLYN ,40.678983,-73.976497,6,39,12902,3259250,3009410050,Park Slope-Gowanus                                                         ,"(40.678983, -73.976497)",
P.S. 1 - MANHATTAN,M,2,RPZ VALVES/LOW VOLTAGE ELECTRICAL/ANSUL SYSTEM,1616020,CIP,M001,8 HENRY STREET,Manhattan,10038,MANHATTAN,40.71276,-73.997489,3,1,27,1003375,1002790040,Chinatown                                                                  ,"(40.71276, -73.997489)",
P.S. 5 - MANHATTAN,M,6,FIRE ALARM SYSTEM/SMOKE DAMPERS,1543000,CIP,M005,3703 TENTH AVENUE,Manhattan,10034,MANHATTAN,40.85899,-73.922894,12,10,299,1084201,1021500030,Marble Hill-Inwood                                                         ,"(40.85899, -73.922894)",
P.S. 5 - MANHATTAN,M,6,PARAPETS/ROOFS/WINDOWS,10770000,CIP,M005,3703 TENTH AVENUE,Manhattan,10034,MANHATTAN,40.85899,-73.922894,12,10,299,1084201,1021500030,Marble Hill-Inwood                                                         ,"(40.85899, -73.922894)",
FREDERICK DOUGLAS ACADEMY - M,M,5,SCIENCE LAB ACID WASTE LINES,4523000,CIP,M010,2581 7TH AVENUE,Manhattan,10039,MANHATTAN,40.824319,-73.93712,10,9,236,1060198,1020160100,Central Harlem North-Polo Grounds                                          ,"(40.824319, -73.93712)",
P.P.A.S. - MANHATTAN,M,2,FY13 RESO A ROOM CONVERSIONS / PART,480000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton                                                                    ,"(40.761448, -73.988019)",
P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000,CIP,M017,328 WEST 48 STREET,Manhattan,10036,MANHATTAN,40.761448,-73.988019,4,3,127,1025092,1010380014,Clinton                                                                    ,"(40.761448, -73.988019)",
P.S. 40 - MANHATTAN,M,2,FY16 RESO A ROOFTOP PLAYGROUND,311000,CIP,M040,319 EAST 19 STREET,Manhattan,10003,MANHATTAN,40.735161,-73.982027,6,2,64,1020513,1009250012,Gramercy                                                                   ,"(40.735161, -73.982027)",
J.H.S. 47 (SCH FOR THE DEAF) -,M,2,PARAPETS/WINDOWS/EXTERIOR MASONRY,2654000,CIP,M047,223 EAST 23 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,6,2,64,,,Gramercy                                                                   ,"(40.738548, -73.982455)",
I.S. 54 - MANHATTAN,M,3,MASONRY & GRANITE STEP DEFECTS,883000,CIP,M054,103 WEST 107 STREET,Manhattan,10025,MANHATTAN,40.800119,-73.962837,7,7,193,1055990,1018620011,Morningside Heights                                                        ,"(40.800119, -73.962837)",
EASTSIDE COMMUNITY HS - M,M,1,FIFTH FLOOR CEILING REPLACEMENT,150000,CIP,M060,420 EAST 12 STREET,Manhattan,10009,MANHATTAN,40.729589,-73.982555,3,2,34,1005974,1004390017,East Village                                                               ,"(40.729589, -73.982555)",
P.S. 361 - MANHATTAN,M,1,RPZ VALVES/LOW VOLT/ELEC UPGRADE,2646000,CIP,M061,610 EAST 12 STREET,Manhattan,10009,MANHATTAN,40.727892,-73.978525,3,2,28,1079053,1003940012,Lower East Side                                                            ,"(40.727892, -73.978525)",
P.S. 63 - MANHATTAN,M,1,PARAPETS/ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY,20539600,CIP,M063,121 EAST 3 STREET,Manhattan,10009,MANHATTAN,40.724117,-73.986381,3,2,32,1005760,1004310014,East Village                                                               ,"(40.724117, -73.986381)",
P.S. 72 - MANHATTAN,M,4,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,14061000,CIP,M072,131 EAST 104 STREET,Manhattan,10029,MANHATTAN,40.791179,-73.947776,11,8,166,1081340,1016320011,East Harlem South                                                          ,"(40.791179, -73.947776)",
P.S. 72 - MANHATTAN,M,4,SCIENCE LAB UPGRADE,718920,CIP,M072,131 EAST 104 STREET,Manhattan,10029,MANHATTAN,40.791179,-73.947776,11,8,166,1081340,1016320011,East Harlem South                                                          ,"(40.791179, -73.947776)",
P.S. 75 - MANHATTAN,M,3,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,6666000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",
BARD COLLEGE HS - MANHATTAN,M,1,NON-SANDY:MASONRY/ROOF/PARAPET/SANDY:FLOOD/MASONRY,6913000,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002,MANHATTAN,40.719029,-73.975891,3,2,1002,1004062,1003250025,Lower East Side                                                            ,"(40.719029, -73.975891)",
P.S. 101 - MANHATTAN,M,4,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,3034000,CIP,M101,141 EAST 111 STREET,Manhattan,10029,MANHATTAN,40.79564,-73.94441,11,8,172,1081346,1016390003,East Harlem South                                                          ,"(40.79564, -73.94441)",
P.S. 102 - MANHATTAN,M,4,DEFECTIVE CONCRETE BEAM FIRE PROOFING,727000,CIP,M102,315 EAST 113 STREET,Manhattan,10029,MANHATTAN,40.794872,-73.938719,11,8,180,1081366,1016840101,East Harlem North                                                          ,"(40.794872, -73.938719)",
P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000,CIP,M108,1615 MADISON AVENUE,Manhattan,10029,MANHATTAN,40.795146,-73.948368,11,8,17401,1051584,1016140021,East Harlem South                                                          ,"(40.795146, -73.948368)",
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",
P.S. 241 - MANHATTAN,M,3,PLANYC BOILER CONVERSION/CIMATE CONTROL,4697000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",
P.S. 333 - MANHATTAN,M,3,EXTERIOR MASONRY/ROOFS/PARAPETS,11148891,CIP,M118,154 WEST 93 STREET,Manhattan,10025,MANHATTAN,40.791728,-73.970845,7,6,177,1032522,1012230005,Upper West Side                                                            ,"(40.791728, -73.970845)",
P.S. 123 - MANHATTAN,M,5,FLOOD ELIMINATION,4815000,CIP,M123,301 WEST 140 STREET,Manhattan,10030,MANHATTAN,40.819767,-73.944433,10,9,22102,1060726,1020420035,Central Harlem North-Polo Grounds                                          ,"(40.819767, -73.944433)",
P.S. 128 - MANHATTAN,M,6,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6790000,CIP,M128,560 WEST 169 STREET,Manhattan,10032,MANHATTAN,40.841321,-73.938506,12,10,251,1062994,1021250001,Washington Heights South                                                   ,"(40.841321, -73.938506)",
P.S. 129 - MANHATTAN,M,5,SCIENCE LAB UPGRADES,782100,CIP,M129,425 WEST 130 STREET,Manhattan,10027,MANHATTAN,40.814637,-73.951912,9,9,21703,1059407,1019570010,Manhattanville                                                             ,"(40.814637, -73.951912)",
P.S. 130 - MANHATTAN,M,2,STRUCTURAL DEFICIENCIES,1097000,CIP,M130,143 BAXTER STREET,Manhattan,10013,MANHATTAN,40.718903,-73.998438,2,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"(40.718903, -73.998438)",
